score,sentence1,sentence2,sbj1,sbj2
Sim3, یک زن و مرد در یک اتاق روشن کنار میز با شمع ایستاده‌اند , گروه افراد در یک اتاق کم نور نشسته‌اند ,زوج,افراد
Sim4, یک مرد و دو زن در یک اتاق تاریک پشت میز با شمع نشسته‌اند , گروه افراد در یک اتاق کم نور نشسته‌اند ,زوج,افراد
Sim4, یک مرد و دو زن در یک اتاق تاریک پشت میز با شمع نشسته‌اند , گروه افراد در یک اتاق کم نور نشسته‌اند ,زوج,افراد
Sim4, دو بلوک دور یک میز نشسته‌اند و آبجو را در دستان خود گرفته‌اند , مردی با پیراهن سفید و عینک آفتابی و مردی با پیراهن مشکی و عینک آفتابی پشت میز با چهار بطری آبجو نشسته‌اند ,بلوک,مردی
Sim5, سگ در حال تعقیب توپ است , یک سگ در حال تعقیب یک توپ است ,سگ,سگ
Sim4, یک سگ در حال تعقیب یک توپ است , هیچ سگی در حال تعقیب توپ نیست ,سگ,سگ
Sim3, یک سگ در حال تعقیب یک توپ است , سگ توپ آبی نمی‌گیرد ,سگ,سگ
Sim4, سگ در حال گرفتن یک توپ آبی است , سگ در حال تعقیب توپ است ,سگ,سگ
Sim3, هیچ سگی در حال تعقیب توپ نیست , سگ در حال گرفتن یک توپ آبی است ,سگ,سگ
Sim2, شخصی بدون پیراهن است و آبجو را می‌اندازد , شخصی کت قرمز بر تن دارد و آبجو در دست دارد ,شخص,شخصی
Sim2, این زن کت قرمز پوشیده و لیوانی را در جلوی مرد با تی شرت سفید نگه داشته است , شخصی بدون پیراهن است و آبجو را می‌اندازد ,زن,شخص
Sim3, هیچ دختری با رنگ صورتی وجود ندارد که روبان بچرخد , دختر پیراهن سفید و دامن صورتی پوشیده و جلوی خانه ایستاده است ,دختر,دختر
Sim4, یک بازیکن فوتبال از کنار یک مسئول حامل فوتبال می‌دود , یک بازیکن فوتبال در حال حمل یک مقام رسمی از کنار فوتبال نورد است ,بازیکن,بازیکن
Sim4, دختر جوانی با رنگ آبی در حال پریدن در هوا است , هیچ دختری با رنگ آبی وجود ندارد که در هوا بپرد ,دختر,دختر
Sim4, دختر جوانی با لباس آبی آبی در حال پریدن در هوا است , دختر جوان آبی پوش در حال پریدن در هوا است ,دختر,دختر
Sim3, دختر جوانی با لباس آبی آبی در حال پریدن در هوا است , هیچ دختری با رنگ آبی وجود ندارد که در هوا بپرد ,دختر,دختر
Sim4, دختر جوانی با رنگ آبی در حال پریدن در هوا است , دختر جوانی با لباس آبی آبی در حال پریدن روی زمین است ,دختر,دختر
Sim4, دختر جوانی با لباس آبی آبی در حال پریدن در هوا است , دختر جوانی با رنگ آبی در حال پریدن در هوا است ,دختر,دختر
Sim4, یک پسر کوچک با پیراهن راه راه از یک لوله سبز به بیرون می‌لغزد , پسر بچه‌ای بدون پیراهن در حال لغزش به درون یک لوله سبز است ,پسر,پسر
Sim3, یک پسر کوچک با یک پیراهن سبز یک لوله کشویی را راه راه می‌کند , یک پسر کوچک با پیراهن راه راه از یک لوله سبز به بیرون می‌لغزد ,پسر,پسر
Sim3, پسر کوچکی در حالیکه لبخندی بر لب دارد در یک تونل سبز نشسته است , پسر بچه‌ای بدون پیراهن در حال لغزش به درون یک لوله سبز است ,پسر,پسر
Sim4, یک پسر کوچک با پیراهن راه راه از یک لوله سبز به بیرون می‌لغزد , پسر کوچکی در حالی که لبخندی بر لب دارد در یک تونل سبز می‌خزد ,پسر,پسر
Sim4, فرد با دوچرخه از هوا پرواز می‌کند , فرد با دوچرخه از هوا پرواز نمی‌کند ,فرد,فرد
Sim4, شخصی که دوچرخه سوار است در حال پریدن از هوا است و خورشید از درون قاب دوچرخه در حال شعله ور شدن است , فرد با دوچرخه از هوا پرواز می‌کند ,شخص,فرد
Sim4, شخصی که دوچرخه سوار است در حال پریدن از هوا است و خورشید از درون قاب دوچرخه در حال شعله ور شدن است , فرد با دوچرخه از هوا پرواز نمی‌کند ,شخص,فرد
Sim4, دسته‌ای از مردان در زمین گل آلود در حال بازی راگبی هستند , دسته‌ای از مردان در زمین گل آلود راگبی بازی نمی‌کنند ,مرد,مرد
Sim3, دسته‌ای از مردان در زمین راگبی با گل بازی می‌کنند , دسته‌ای از مردان در زمین گل آلود در حال بازی راگبی هستند ,مرد,مرد
Sim4, دسته‌ای از مردان در زمین گل آلود در حال بازی راگبی هستند , راگبی توسط برخی از مردان بازی می‌شود ,مرد,مرد
Sim2, دسته‌ای از مردان در زمین گل آلود در حال بازی راگبی هستند , بعضی از مردان در حال بیکاری هستند ,مرد,مرد
Sim4, دسته‌ای از مردان در زمین گل آلود راگبی بازی نمی‌کنند , برخی از مردان در حال بازی راگبی هستند ,مرد,مرد
Sim4, دوچرخه سوار به تصادف دوچرخه سوار دیگری نگاه نمی‌کند , دوچرخه سوار به دنبال تصادف دوچرخه سوار دیگری است ,دوچرخه سوار,دوچرخه سوار
Sim4, دوچرخه سوار به دنبال تصادف دوچرخه سوار دیگری است , شخصی به دوچرخه موتور کراس نگاه می‌کند که به پهلو دراز کشیده و دیگری در حال مسابقه دادن است ,دوچرخه سوار,شخص
Sim4, یک سگ قهوه‌ای و یک سگ خاکستری در برف می‌جنگند , یک سگ قهوه‌ای و یک سگ خاکستری در برف بازی می‌کنند ,سگ,سگ
Sim4, هیچ سگی در برف بازی نمی‌کند , یک سگ قهوه‌ای و یک سگ خاکستری در برف بازی می‌کنند ,سگ,سگ
Sim4, زن جوانی روی دست خود خالکوبی می‌کند , دختری روی دستش خال کوبی می‌کند ,زن,دختر
Sim5, خال کوبی توسط زن با ژاکت سفید روی یک نوجوان در حال کشیدن است , زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می‌کند ,زن,زنی
Sim4, زن با ژاکت سفید روی دست یک نوجوان خال کوبی نمی‌کند , زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می‌کند ,زن,زنی
Sim3, زن با ژاکت سفید روی دست یک نوجوان خال کوبی نمی‌کند , دختری روی دستش خال کوبی می‌کند ,زن,دختر
Sim4, زن جوانی روی دست خود خالکوبی می‌کند , زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می‌کند ,زن,زنی
Sim2, دختری در حال خال کوبی از دست خود است , زنی با ژاکت سفید روی دست یک نوجوان خال کوبی می‌کند ,دختر,زنی
Sim4, دختری که لباس‌های بنفش و آبی پوشیده است شب در کنار دوچرخه خود قدم می‌زند , یک دختر برهنه شب در کنار دوچرخه خود قدم می‌زند ,دختر,دختر
Sim4, سگ سیاه در امتداد پل تنه درخت روی آب قدم می‌زند , سگ سیاه در امتداد پل تنه درخت روی آب قدم نمی‌زند ,سگ,سگ
Sim4, سگ سیاه در امتداد پل تنه درخت روی آب قدم می‌زند , هیچ سگی از روی رودخانه روی پلی ساخته شده از درخت افتاده عبور نمی‌کند ,سگ,سگ
Sim4, سگ سیاه در امتداد پل تنه درخت روی آب قدم می‌زند , یک درخت در حال سقوط بر روی پلی است که روی رودخانه ساخته شده و یک سگ از آن عبور می‌کند ,سگ,درخت
Sim4, سگ با کت مشکی در حال عبور از روی پل تنه درخت روی آب است , سگی در حال عبور از رودخانه روی پلی است که از درخت افتاده ساخته شده است ,سگ,سگ
Sim4, کودکی با لباس سبز و سفید ورزشی روی چمن‌ها استراحت کرده است , کودکی با لباس ورزشی سبز و سفید از روی چمن‌ها می‌دود ,کودک,کودک
